,ticker,confidence,prev_close,prediction,actual_closing,percent_error,delta_mu,simulated_shares,num_shares,returns
0,AEZS,0.8262918348638268,0.5600000023841858,0.5500000089188462,0.5598999857902527,1.7681688020465893,-0.00010001659393310547,0.027863156700509727,248.0,-0.024804115295410156
1,AGEN,0.8729787597833455,4.260000228881837,4.329999920561459,3.880000114440918,11.597932805354645,-0.38000011444091886,0.02943747348546484,34.0,-12.920003890991241
2,ANGN,0.8225933296602261,4.460000038146973,4.550000033714541,4.440000057220459,2.477476916136454,-0.019999980926513672,0.027738440437202392,31.0,-0.6199994087219238
3,ATY,0.8699032280645396,4.010000228881837,4.149999737264647,4.199999809265137,1.1904779588368177,0.1899995803832999,0.029333764337434107,36.0,6.839984893798796
4,AUY,0.8638457982355686,4.489999771118164,4.359969141661722,4.480000019073486,2.679260645105715,-0.009999752044677734,0.029129503434196725,32.0,-0.3199920654296875
5,AWH,0.8572456316899288,2.5699999332427983,3.1800001083678437,2.3499999046325684,35.31915903907448,-0.22000002861022994,0.02890694105738112,56.0,-12.320001602172876
6,BBD,0.8490509361017645,3.7999999523162837,3.610004581169448,3.8499999046325684,6.233644919687982,0.049999952316284624,0.028630610011070312,37.0,1.849998235702531
7,BIOC,0.8966007690473281,3.8199999332427983,3.78464339887787,3.950000047683716,4.186244223030106,0.13000011444091752,0.03023402467710491,39.0,5.070004463195783
8,BMRA,0.8068285923233871,4.5900001525878915,4.5793894475785395,4.769999980926514,3.9960279687663736,0.17999982833862216,0.02720684212262978,29.0,5.219995021820043
9,CNCE,0.8526956082628943,3.984999895095825,3.670000048889301,4.0,8.249998777767475,0.015000104904174805,0.02875351098535415,36.0,0.540003776550293
10,CXDC,0.8749977604599953,0.07150000333786011,0.12996175886899144,0.08160000294446945,59.26685561204354,0.010099999606609344,0.029505555644646773,2063.0,20.836299188435078
11,ELYS,0.8600054423597671,4.699999809265137,4.929999815295983,4.710000038146973,4.670908181893853,0.010000228881835938,0.029000003863901665,30.0,0.3000068664550781
12,GNPX,0.8266248088217355,2.1199998855590816,2.2000000852233663,2.069999933242798,6.280200781306995,-0.049999952316283736,0.027874384822554436,65.0,-3.249996900558443
13,GORO,0.8915366257836759,2.190000057220459,2.0347067988998906,2.259999990463257,9.968725332480442,0.06999993324279785,0.030063258113337245,68.0,4.759995460510254
14,GSV,0.8755390279532467,0.5400000214576721,0.4900000667672816,0.5400000214576721,9.259250500661281,0.0,0.029523807574951565,273.0,0.0
15,HIPO,0.9023654493611436,4.099999904632568,4.249933381632238,4.130000114440918,2.9039531202907902,0.03000020980834961,0.030428413855522307,37.0,1.1100077629089355
16,HNRG,0.8811674867294085,2.640000104904175,2.6584306510405984,2.640000104904175,0.6981267198507392,0.0,0.02971360326485863,56.0,0.0
17,KERN,0.8226933680784725,2.640000104904175,2.7535417909912256,2.890000104904175,4.721740794451416,0.25,0.02774181380482635,52.0,13.0
18,LITB,0.8596638239347397,1.690000057220459,1.5800000644756598,1.7599999904632568,10.22726857744008,0.06999993324279785,0.028988484244190205,85.0,5.949994325637817
19,LPTH,0.8614750001090454,1.8799999952316284,1.9899574615257367,1.850000023841858,7.565266804333981,-0.029999971389770508,0.02904955841124309,77.0,-2.309997797012329
20,MDGS,0.8471992312782548,1.4800000190734863,1.4600000358748924,1.440000057220459,1.388887351368448,-0.039999961853027344,0.028568169188731743,96.0,-3.839996337890625
21,MFA,0.8789171611913146,4.550000190734863,4.599999895246278,4.519999980926514,1.769909616313013,-0.03000020980834961,0.029637720664487294,32.0,-0.9600067138671875
22,NEW,0.8515123775668416,0.5882999897003174,0.5400000081771761,0.5799999833106995,6.896547635260163,-0.00830000638961792,0.02871361159278372,244.0,-2.0252015590667725
23,PETV,0.8493827006529169,4.440000057220459,4.650000012481995,4.210000038146973,10.451305708982565,-0.23000001907348633,0.028641797351046817,32.0,-7.3600006103515625
24,PGEN,0.8286411971338887,4.360000133514403,4.666436290461572,4.329999923706055,7.769893133567563,-0.03000020980834872,0.027942378890921167,32.0,-0.9600067138671591
25,PHAS,0.8490417262592804,3.839999914169312,3.4500000149104464,3.700000047683716,6.756757555443145,-0.13999986648559615,0.028630299448538413,37.0,-5.179995059967057
26,RAVE,0.8356912868997308,1.2799999713897705,1.2699999712184982,1.2599999904632568,0.793649272296002,-0.019999980926513672,0.02818011300326501,110.0,-2.199997901916504
27,RMTI,0.8420998823742749,0.5370000004768372,0.5299999615105765,0.5231999754905701,1.2996915784696899,-0.01380002498626709,0.028396215465377354,264.0,-3.6432065963745117
28,SCOR,0.8178157516159752,3.690000057220459,3.7599999397880586,3.690000057220459,1.8970157583229936,0.0,0.027577337059340967,37.0,0.0
29,SCPS,0.8177064762404329,3.4200000762939453,3.569999955649126,3.490000009536743,2.2922620599935786,0.06999993324279785,0.0275736522148541,40.0,2.799997329711914
30,SDC,0.8143410989896531,4.190000057220459,4.809999987943632,4.210000038146973,14.251780151069758,0.019999980926513672,0.027460169266410997,32.0,0.6399993896484375
31,SONN,0.8033193348614249,0.6301000118255615,0.6399999793785296,0.6245999932289124,2.4655757791488213,-0.00550001859664917,0.02708850742968053,214.0,-1.1770039796829224
32,SWN,0.8339573783026792,5.260000228881836,4.869999831072096,5.210000038146973,6.525915635037178,-0.05000019073486328,0.028121644354652538,26.0,-1.3000049591064453
33,TEF,0.8027192793217088,4.550000190734863,4.440000084356265,4.539999961853027,2.202640492004481,-0.010000228881835938,0.027068273124043377,29.0,-0.2900066375732422
34,TGA,0.8089079658388617,3.0,3.0499984781758283,3.1700000762939453,3.7855392817028326,0.1700000762939453,0.02727696009748561,45.0,7.650003433227539
